t1,t1_bfc,t2, t2_bfc, t1ce, t1ce_bfc, flair, flair_bfc, gt
/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA13_653_1/BraTS19_TCIA13_653_1_t1.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA13_653_1/BraTS19_TCIA13_653_1_t1_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA13_653_1/BraTS19_TCIA13_653_1_t2.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA13_653_1/BraTS19_TCIA13_653_1_t2_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA13_653_1/BraTS19_TCIA13_653_1_t1ce.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA13_653_1/BraTS19_TCIA13_653_1_t1ce_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA13_653_1/BraTS19_TCIA13_653_1_flair.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA13_653_1/BraTS19_TCIA13_653_1_flair_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA13_653_1/BraTS19_TCIA13_653_1_seg.nii.gz
/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA13_654_1/BraTS19_TCIA13_654_1_t1.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA13_654_1/BraTS19_TCIA13_654_1_t1_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA13_654_1/BraTS19_TCIA13_654_1_t2.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA13_654_1/BraTS19_TCIA13_654_1_t2_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA13_654_1/BraTS19_TCIA13_654_1_t1ce.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA13_654_1/BraTS19_TCIA13_654_1_t1ce_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA13_654_1/BraTS19_TCIA13_654_1_flair.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA13_654_1/BraTS19_TCIA13_654_1_flair_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA13_654_1/BraTS19_TCIA13_654_1_seg.nii.gz
/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TMC_09043_1/BraTS19_TMC_09043_1_t1.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TMC_09043_1/BraTS19_TMC_09043_1_t1_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TMC_09043_1/BraTS19_TMC_09043_1_t2.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TMC_09043_1/BraTS19_TMC_09043_1_t2_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TMC_09043_1/BraTS19_TMC_09043_1_t1ce.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TMC_09043_1/BraTS19_TMC_09043_1_t1ce_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TMC_09043_1/BraTS19_TMC_09043_1_flair.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TMC_09043_1/BraTS19_TMC_09043_1_flair_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TMC_09043_1/BraTS19_TMC_09043_1_seg.nii.gz
/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TMC_11964_1/BraTS19_TMC_11964_1_t1.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TMC_11964_1/BraTS19_TMC_11964_1_t1_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TMC_11964_1/BraTS19_TMC_11964_1_t2.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TMC_11964_1/BraTS19_TMC_11964_1_t2_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TMC_11964_1/BraTS19_TMC_11964_1_t1ce.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TMC_11964_1/BraTS19_TMC_11964_1_t1ce_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TMC_11964_1/BraTS19_TMC_11964_1_flair.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TMC_11964_1/BraTS19_TMC_11964_1_flair_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TMC_11964_1/BraTS19_TMC_11964_1_seg.nii.gz
/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TMC_12866_1/BraTS19_TMC_12866_1_t1.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TMC_12866_1/BraTS19_TMC_12866_1_t1_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TMC_12866_1/BraTS19_TMC_12866_1_t2.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TMC_12866_1/BraTS19_TMC_12866_1_t2_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TMC_12866_1/BraTS19_TMC_12866_1_t1ce.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TMC_12866_1/BraTS19_TMC_12866_1_t1ce_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TMC_12866_1/BraTS19_TMC_12866_1_flair.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TMC_12866_1/BraTS19_TMC_12866_1_flair_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TMC_12866_1/BraTS19_TMC_12866_1_seg.nii.gz
/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_2013_8_1/BraTS19_2013_8_1_t1.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_2013_8_1/BraTS19_2013_8_1_t1_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_2013_8_1/BraTS19_2013_8_1_t2.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_2013_8_1/BraTS19_2013_8_1_t2_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_2013_8_1/BraTS19_2013_8_1_t1ce.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_2013_8_1/BraTS19_2013_8_1_t1ce_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_2013_8_1/BraTS19_2013_8_1_flair.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_2013_8_1/BraTS19_2013_8_1_flair_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_2013_8_1/BraTS19_2013_8_1_seg.nii.gz
/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TMC_27374_1/BraTS19_TMC_27374_1_t1.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TMC_27374_1/BraTS19_TMC_27374_1_t1_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TMC_27374_1/BraTS19_TMC_27374_1_t2.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TMC_27374_1/BraTS19_TMC_27374_1_t2_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TMC_27374_1/BraTS19_TMC_27374_1_t1ce.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TMC_27374_1/BraTS19_TMC_27374_1_t1ce_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TMC_27374_1/BraTS19_TMC_27374_1_flair.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TMC_27374_1/BraTS19_TMC_27374_1_flair_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TMC_27374_1/BraTS19_TMC_27374_1_seg.nii.gz
/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TMC_30014_1/BraTS19_TMC_30014_1_t1.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TMC_30014_1/BraTS19_TMC_30014_1_t1_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TMC_30014_1/BraTS19_TMC_30014_1_t2.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TMC_30014_1/BraTS19_TMC_30014_1_t2_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TMC_30014_1/BraTS19_TMC_30014_1_t1ce.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TMC_30014_1/BraTS19_TMC_30014_1_t1ce_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TMC_30014_1/BraTS19_TMC_30014_1_flair.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TMC_30014_1/BraTS19_TMC_30014_1_flair_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TMC_30014_1/BraTS19_TMC_30014_1_seg.nii.gz
/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA08_218_1/BraTS19_TCIA08_218_1_t1.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA08_218_1/BraTS19_TCIA08_218_1_t1_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA08_218_1/BraTS19_TCIA08_218_1_t2.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA08_218_1/BraTS19_TCIA08_218_1_t2_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA08_218_1/BraTS19_TCIA08_218_1_t1ce.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA08_218_1/BraTS19_TCIA08_218_1_t1ce_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA08_218_1/BraTS19_TCIA08_218_1_flair.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA08_218_1/BraTS19_TCIA08_218_1_flair_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA08_218_1/BraTS19_TCIA08_218_1_seg.nii.gz
/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA08_280_1/BraTS19_TCIA08_280_1_t1.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA08_280_1/BraTS19_TCIA08_280_1_t1_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA08_280_1/BraTS19_TCIA08_280_1_t2.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA08_280_1/BraTS19_TCIA08_280_1_t2_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA08_280_1/BraTS19_TCIA08_280_1_t1ce.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA08_280_1/BraTS19_TCIA08_280_1_t1ce_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA08_280_1/BraTS19_TCIA08_280_1_flair.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA08_280_1/BraTS19_TCIA08_280_1_flair_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA08_280_1/BraTS19_TCIA08_280_1_seg.nii.gz
/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA09_428_1/BraTS19_TCIA09_428_1_t1.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA09_428_1/BraTS19_TCIA09_428_1_t1_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA09_428_1/BraTS19_TCIA09_428_1_t2.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA09_428_1/BraTS19_TCIA09_428_1_t2_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA09_428_1/BraTS19_TCIA09_428_1_t1ce.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA09_428_1/BraTS19_TCIA09_428_1_t1ce_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA09_428_1/BraTS19_TCIA09_428_1_flair.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA09_428_1/BraTS19_TCIA09_428_1_flair_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA09_428_1/BraTS19_TCIA09_428_1_seg.nii.gz
/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA09_620_1/BraTS19_TCIA09_620_1_t1.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA09_620_1/BraTS19_TCIA09_620_1_t1_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA09_620_1/BraTS19_TCIA09_620_1_t2.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA09_620_1/BraTS19_TCIA09_620_1_t2_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA09_620_1/BraTS19_TCIA09_620_1_t1ce.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA09_620_1/BraTS19_TCIA09_620_1_t1ce_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA09_620_1/BraTS19_TCIA09_620_1_flair.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA09_620_1/BraTS19_TCIA09_620_1_flair_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA09_620_1/BraTS19_TCIA09_620_1_seg.nii.gz
/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_455_1/BraTS19_TCIA02_455_1_t1.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_455_1/BraTS19_TCIA02_455_1_t1_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_455_1/BraTS19_TCIA02_455_1_t2.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_455_1/BraTS19_TCIA02_455_1_t2_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_455_1/BraTS19_TCIA02_455_1_t1ce.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_455_1/BraTS19_TCIA02_455_1_t1ce_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_455_1/BraTS19_TCIA02_455_1_flair.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_455_1/BraTS19_TCIA02_455_1_flair_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_455_1/BraTS19_TCIA02_455_1_seg.nii.gz
/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_471_1/BraTS19_TCIA02_471_1_t1.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_471_1/BraTS19_TCIA02_471_1_t1_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_471_1/BraTS19_TCIA02_471_1_t2.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_471_1/BraTS19_TCIA02_471_1_t2_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_471_1/BraTS19_TCIA02_471_1_t1ce.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_471_1/BraTS19_TCIA02_471_1_t1ce_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_471_1/BraTS19_TCIA02_471_1_flair.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_471_1/BraTS19_TCIA02_471_1_flair_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_471_1/BraTS19_TCIA02_471_1_seg.nii.gz
/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_473_1/BraTS19_TCIA02_473_1_t1.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_473_1/BraTS19_TCIA02_473_1_t1_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_473_1/BraTS19_TCIA02_473_1_t2.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_473_1/BraTS19_TCIA02_473_1_t2_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_473_1/BraTS19_TCIA02_473_1_t1ce.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_473_1/BraTS19_TCIA02_473_1_t1ce_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_473_1/BraTS19_TCIA02_473_1_flair.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_473_1/BraTS19_TCIA02_473_1_flair_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_473_1/BraTS19_TCIA02_473_1_seg.nii.gz
/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_491_1/BraTS19_TCIA02_491_1_t1.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_491_1/BraTS19_TCIA02_491_1_t1_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_491_1/BraTS19_TCIA02_491_1_t2.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_491_1/BraTS19_TCIA02_491_1_t2_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_491_1/BraTS19_TCIA02_491_1_t1ce.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_491_1/BraTS19_TCIA02_491_1_t1ce_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_491_1/BraTS19_TCIA02_491_1_flair.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_491_1/BraTS19_TCIA02_491_1_flair_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_491_1/BraTS19_TCIA02_491_1_seg.nii.gz
/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_605_1/BraTS19_TCIA02_605_1_t1.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_605_1/BraTS19_TCIA02_605_1_t1_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_605_1/BraTS19_TCIA02_605_1_t2.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_605_1/BraTS19_TCIA02_605_1_t2_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_605_1/BraTS19_TCIA02_605_1_t1ce.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_605_1/BraTS19_TCIA02_605_1_t1ce_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_605_1/BraTS19_TCIA02_605_1_flair.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_605_1/BraTS19_TCIA02_605_1_flair_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_605_1/BraTS19_TCIA02_605_1_seg.nii.gz
/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_607_1/BraTS19_TCIA02_607_1_t1.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_607_1/BraTS19_TCIA02_607_1_t1_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_607_1/BraTS19_TCIA02_607_1_t2.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_607_1/BraTS19_TCIA02_607_1_t2_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_607_1/BraTS19_TCIA02_607_1_t1ce.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_607_1/BraTS19_TCIA02_607_1_t1ce_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_607_1/BraTS19_TCIA02_607_1_flair.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_607_1/BraTS19_TCIA02_607_1_flair_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_607_1/BraTS19_TCIA02_607_1_seg.nii.gz
/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_608_1/BraTS19_TCIA02_608_1_t1.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_608_1/BraTS19_TCIA02_608_1_t1_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_608_1/BraTS19_TCIA02_608_1_t2.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_608_1/BraTS19_TCIA02_608_1_t2_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_608_1/BraTS19_TCIA02_608_1_t1ce.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_608_1/BraTS19_TCIA02_608_1_t1ce_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_608_1/BraTS19_TCIA02_608_1_flair.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_608_1/BraTS19_TCIA02_608_1_flair_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_608_1/BraTS19_TCIA02_608_1_seg.nii.gz
/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA03_121_1/BraTS19_TCIA03_121_1_t1.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA03_121_1/BraTS19_TCIA03_121_1_t1_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA03_121_1/BraTS19_TCIA03_121_1_t2.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA03_121_1/BraTS19_TCIA03_121_1_t2_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA03_121_1/BraTS19_TCIA03_121_1_t1ce.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA03_121_1/BraTS19_TCIA03_121_1_t1ce_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA03_121_1/BraTS19_TCIA03_121_1_flair.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA03_121_1/BraTS19_TCIA03_121_1_flair_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA03_121_1/BraTS19_TCIA03_121_1_seg.nii.gz
/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_290_1/BraTS19_TCIA02_290_1_t1.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_290_1/BraTS19_TCIA02_290_1_t1_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_290_1/BraTS19_TCIA02_290_1_t2.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_290_1/BraTS19_TCIA02_290_1_t2_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_290_1/BraTS19_TCIA02_290_1_t1ce.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_290_1/BraTS19_TCIA02_290_1_t1ce_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_290_1/BraTS19_TCIA02_290_1_flair.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_290_1/BraTS19_TCIA02_290_1_flair_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA02_290_1/BraTS19_TCIA02_290_1_seg.nii.gz
/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA03_199_1/BraTS19_TCIA03_199_1_t1.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA03_199_1/BraTS19_TCIA03_199_1_t1_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA03_199_1/BraTS19_TCIA03_199_1_t2.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA03_199_1/BraTS19_TCIA03_199_1_t2_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA03_199_1/BraTS19_TCIA03_199_1_t1ce.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA03_199_1/BraTS19_TCIA03_199_1_t1ce_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA03_199_1/BraTS19_TCIA03_199_1_flair.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA03_199_1/BraTS19_TCIA03_199_1_flair_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA03_199_1/BraTS19_TCIA03_199_1_seg.nii.gz
